a friend asking me ye tbh kia hota hai :P	EN EN EN EN HI OTHER HI HI HI OTHER
Congress wale friends to malaysian plane MH370 ki tarah gayab ho gaye hai ...	OTHER HI EN HI OTHER EN OTHER HI HI HI HI HI HI OTHER
Any ghatya tweet on my TL n u 'll b unfollowed .	EN HI EN EN EN OTHER EN EN EN EN EN OTHER
Hafeez ko down the order bhejne ki logic kya hai ?	OTHER HI EN EN EN HI HI EN HI HI OTHER
Whoever says money ca n't buy happiness , please woh paisa mujhe dedo fir !	EN EN EN EN EN EN EN OTHER EN HI HI HI HI HI OTHER
" If ur wearing a saree with a backless blouse .. Meri Seeti marna toh laazmi hai .. :p "	OTHER EN EN EN EN HI EN EN EN EN OTHER HI HI HI HI HI HI OTHER OTHER OTHER
Sharma ji ka ladka made bhuvi sacrifice his wicket	OTHER HI HI HI EN OTHER EN EN EN
Those baarish k parathay by mom were YUM .	EN HI HI HI EN EN EN EN OTHER
There 's something adorably cute about the line ' tere ho ke rahenge . ' ;)	EN EN EN EN EN EN EN EN OTHER HI HI HI HI OTHER OTHER OTHER
Main jitni bhi baar mumbai local main travel karti hoon , I get that feeling of Saathiya movie .....	HI HI HI HI OTHER EN HI EN HI HI OTHER EN EN EN EN EN OTHER EN OTHER
i like Eid-ul-azha coz iss mein boys ko bhi kaam karna parta hai \o/	EN EN OTHER EN HI HI EN HI HI HI HI HI HI OTHER
Semi Final and Final SHARJAH mein htey tu zada acha hota .	EN EN EN EN OTHER HI HI HI HI HI HI OTHER
Do n't you just hate it jab aapke ghar pe koi Bulldozer chala de	EN EN EN EN EN EN HI HI HI HI HI EN HI HI
Next year onwards IPL main match ni honge , toss se hi decide kar lenge	EN EN EN OTHER HI EN HI HI OTHER EN HI HI EN HI HI
Mai 4 4 ghanatayyy washroom mai guzar loon with my phone 😂😂😂😂	HI OTHER OTHER HI EN HI HI HI EN EN EN OTHER
Today PM gave the line of the century : Main Bolta Raha Hoon , Main Bolta Rahoonga	EN OTHER EN EN EN EN EN EN OTHER HI HI HI HI OTHER HI HI HI
All day all night , mujhe yaad sataye teri :)	EN EN EN EN OTHER HI HI HI HI OTHER
I was the kinda kid who thought kiss karne se bache ho jaate hai . 😥😭	EN EN EN EN EN EN EN EN HI HI HI HI HI HI OTHER OTHER
Poori German team ko yellow card de de Referee bhai tu ..	HI OTHER EN HI EN EN HI HI EN HI HI OTHER
I do n't have a deodorant Isiliye under-arms pe phool ragad leta hoon .	EN EN EN EN EN EN HI EN HI HI HI HI HI OTHER
Asr se i 'll be ghayab and will come with eid ka chand 😎	HI HI EN EN EN HI EN EN EN EN OTHER HI HI OTHER
College walun chutti de do .. its raining heavily ..	EN HI HI HI HI OTHER EN EN EN OTHER
I really need to speed things up , agar yehi haal raha tou i do n't think ke hum se in chutiyon mein ho paye ga !	EN EN EN EN EN EN EN OTHER HI HI HI HI HI EN EN EN EN HI HI HI HI HI HI HI HI HI OTHER
" Ca n't sleep Ca n't eat Ca n't do anything jab tak result na ajaye "	OTHER EN EN EN EN EN EN EN EN EN EN HI HI EN HI HI OTHER
Mjhay aaj pta chala meri aadhi follower list is from Dawood public school .. :p	HI HI HI HI HI HI EN EN EN EN OTHER OTHER OTHER OTHER OTHER
Jab policy maker policy breaker ban jatay hain to masail khud janam lety hain .	HI EN EN EN EN HI HI HI HI HI HI HI HI HI OTHER
I hate it when TV dekhte dekhte koi apni khidki band karle .	EN EN EN EN OTHER HI HI HI HI HI HI HI OTHER
Raise your hand agar apko picture zoom krke dekhne ki adat hai .	EN EN EN HI HI EN EN HI HI HI HI HI OTHER
Life is hell because raat ke 1baje bhi PPT and report bana rahi hoon :/	EN EN EN EN HI HI HI HI OTHER EN EN HI HI HI OTHER
Sab se zyada romantic tweets forever alone type k log hi karty hen .	HI HI HI EN EN EN EN EN HI HI HI HI HI OTHER
Aaj ka sabaq yey hay keh racist jokes come back to haunt you .	HI HI HI HI HI HI EN EN EN EN EN EN EN OTHER
Gareeb aadmi is at Sulabh Sauchalya with wife and 12 others .	HI HI EN EN HI HI EN EN EN OTHER EN OTHER
I wish study nhi karni padti mujhe aur job ho jati .	EN EN EN HI HI HI HI HI EN HI HI OTHER
Sab se zyada romantic tweets forever alone type k log hi karty hen .	HI HI HI EN EN EN EN EN HI HI HI HI HI OTHER
Maana ki you hate Muslims but itna to na giro ke you start supporting a psyhopathic girl .	HI HI EN EN OTHER EN HI HI HI HI HI EN EN EN EN EN EN OTHER
Just had Qulfa Ice shake of Rahat but Mcflurry ko beat nahi kar saka .	EN EN OTHER EN EN EN OTHER EN OTHER HI EN HI HI HI OTHER
" Har baar Pakistan nhi jeetay ga bhai Do n't be that patriotic in these cases .. "	OTHER HI HI OTHER HI HI HI HI EN EN EN EN EN EN EN EN OTHER OTHER
Yaar batting tau hoti nahi at least keeping hee theek kar lo	HI EN HI HI HI EN EN EN HI HI HI HI
After dinner dil chahta hai bus bed pe hii raho	EN EN HI HI HI HI EN HI HI HI
a friend asking me ye tbh kia hota hai :P	EN EN EN EN HI OTHER HI HI HI OTHER
I NEVER SAY ANYTHING TO YOU ALL LEKIN AAJ KUCH ZIADA HE BAKWAS NAHI HOGAE	EN EN EN EN EN EN EN HI HI HI HI HI HI HI HI
I really need to speed things up , agar yehi haal raha tou i do n't think ke hum se in chutiyon mein ho paye ga !	EN EN EN EN EN EN EN OTHER HI HI HI HI HI EN EN EN EN HI HI HI HI HI HI HI HI HI OTHER
Main jitni bhi baar mumbai local main travel karti hoon , I get that feeling of Saathiya movie .....	HI HI HI HI OTHER EN HI EN HI HI OTHER EN EN EN EN EN OTHER EN OTHER
" Mera bus Chalay Tou main tum pr b only me ki privacy laga doon "	OTHER HI HI HI HI HI HI HI HI EN EN HI EN HI HI OTHER
Hemaji , Kent Purifier ke pani se hi plz wash off that makeup also	OTHER OTHER OTHER EN HI HI HI HI EN EN EN EN EN EN
Chai main dubaa hua biscuit just tastes yummm !!!	HI HI HI HI EN EN EN OTHER OTHER
Next year onwards IPL main match ni honge , toss se hi decide kar lenge	EN EN EN OTHER HI EN HI HI OTHER EN HI HI EN HI HI
Wo Younis Khan hi tha jis nay team ko utha lia tha and he never gets enough credit .	HI OTHER OTHER HI HI HI HI EN HI HI HI HI EN EN EN EN EN EN OTHER
Exam ki tension kam match ki tension zyada ho ri hai mujhe 😭	EN HI EN HI EN HI EN HI HI HI HI HI OTHER
Agar mein kisi ko khana gift karoon for their birthday , is that valid ? 😐	HI HI HI HI HI EN HI EN EN EN OTHER EN EN EN OTHER OTHER
